deal_id,account_id,owner,created_date,stage_date_discovery,stage_date_evaluation,stage_date_proposal,stage_date_negotiation,stage_date_closed_won,stage_date_closed_lost
0b0418fe-13a6-43e0-a560-2dbc74028cf1,57e1d1dd-b334-4d85-a7ce-f593473396d1,Maria,2025-07-11 09:01:13+00:00,2025-07-15 09:01:13+00:00,2025-07-18 09:01:13+00:00,2025-07-20 09:01:13+00:00,2025-07-22 09:01:13+00:00,,2025-07-26 09:01:13+00:00
22faa7f4-3e5f-47f1-957c-8f1b03126f24,7cfb239d-a8ba-4f44-8ae3-9fafdb80d00e,Olivia,2025-01-04 22:50:03+00:00,2025-01-05 22:50:03+00:00,2025-01-10 22:50:03+00:00,,,,2025-01-13 22:50:03+00:00
19196282-57c2-482c-b5d6-b52b223ba7d2,c4e02e48-0dad-4f54-bb43-d3b1dfcf0c49,Katherine,2025-04-27 18:45:05+00:00,2025-04-29 18:45:05+00:00,2025-05-04 18:45:05+00:00,2025-05-05 18:45:05+00:00,2025-05-08 18:45:05+00:00,,2025-05-11 18:45:05+00:00
7facd85c-89f1-4952-891d-f0bc3ee57624,f9ab9dde-dde4-45a3-9409-a25bef3bf2fa,Mary,2024-09-06 16:19:00+00:00,2024-09-09 16:19:00+00:00,2024-09-12 16:19:00+00:00,2024-09-16 16:19:00+00:00,2024-09-26 16:19:00+00:00,,2024-10-02 16:19:00+00:00
bbca14a6-013e-49e4-a94e-8dbc8dbeb27c,50152c35-2ef3-4a62-9fce-51abbf68c003,Jack,2025-06-26 10:34:17+00:00,2025-06-27 10:34:17+00:00,,,,,2025-06-28 10:34:17+00:00
fbba3867-20e5-46f1-9818-e0e2d5e49f50,def148af-bc59-46ab-9833-947d8c737602,Luke,2025-03-03 15:36:38+00:00,2025-03-11 15:36:38+00:00,2025-03-12 15:36:38+00:00,2025-03-15 15:36:38+00:00,2025-03-16 15:36:38+00:00,,2025-03-17 15:36:38+00:00
dbc92d5e-0e70-4f51-92b4-411083f23398,8fb2e720-5670-478d-9d50-e1605701d544,Quinn,2025-04-04 06:07:55+00:00,2025-04-05 06:07:55+00:00,2025-04-18 06:07:55+00:00,2025-04-23 06:07:55+00:00,2025-04-25 06:07:55+00:00,,2025-04-29 06:07:55+00:00
4a2a6810-f6fd-48ad-817a-eab8114c8d31,02aac89f-0d8c-41fc-87da-bff53c020b8d,Isabella,2025-02-23 01:05:18+00:00,2025-02-25 01:05:18+00:00,2025-02-26 01:05:18+00:00,,,,2025-03-01 01:05:18+00:00
c89fec55-c7ef-4adf-9026-07b67392914a,6691e8b1-e63e-437d-8fb0-0fb18fb57f2f,Samuel,2025-03-15 00:58:34+00:00,2025-03-16 00:58:34+00:00,2025-03-17 00:58:34+00:00,,,,2025-03-19 00:58:34+00:00
896b4c27-b02b-4cf7-8aa8-c2a34934b053,f490a489-b4ae-4ae7-9e6b-a88ef5860501,Jack,2024-12-06 08:31:24+00:00,2024-12-13 08:31:24+00:00,,,,,2024-12-14 08:31:24+00:00
456f6c06-234f-484a-8701-f5adb4fc6393,cd9b9f7e-6342-40ea-bc34-125b24d25d1e,Maria,2024-10-28 16:32:05+00:00,2024-10-30 16:32:05+00:00,,,,,2024-11-02 16:32:05+00:00
e5cbe647-d880-45a0-b072-efab8f1d4e60,30f93de3-26ff-47c8-b2f3-7406d87259dc,Zachary,2025-02-23 00:27:51+00:00,2025-02-25 00:27:51+00:00,2025-03-01 00:27:51+00:00,2025-03-09 00:27:51+00:00,2025-03-16 00:27:51+00:00,,2025-03-17 00:27:51+00:00
1d0a8737-4280-46f5-abd6-066b56833853,3882ac7b-c999-43b6-8614-ee5e0fd89f86,Maria,2025-05-04 05:05:26+00:00,2025-05-06 05:05:26+00:00,2025-05-12 05:05:26+00:00,2025-05-18 05:05:26+00:00,2025-05-23 05:05:26+00:00,,2025-05-29 05:05:26+00:00
0a6f141d-021c-4afa-84ad-8508c826d007,e6b7f14a-15b8-43cd-b046-eae334810d79,Jack,2025-02-23 11:29:47+00:00,2025-02-28 11:29:47+00:00,2025-03-03 11:29:47+00:00,,,,2025-03-07 11:29:47+00:00
e110f8c7-ece8-4698-8483-ffb309cebda5,a40a584a-26bb-4637-b894-d76286139898,Isabella,2025-04-14 19:06:05+00:00,2025-04-17 19:06:05+00:00,2025-04-24 19:06:05+00:00,,,,2025-04-28 19:06:05+00:00
2d476311-252d-466f-8e29-48986256ea6f,164ffafe-547b-4c78-aeb4-4aabfbd6cdaa,Noah,2025-07-11 15:19:46+00:00,2025-07-21 15:19:46+00:00,2025-07-23 15:19:46+00:00,2025-07-25 15:19:46+00:00,2025-07-31 15:19:46+00:00,2025-08-03 15:19:46+00:00,
8b8a458c-3592-4e90-a372-b31f26f239dc,de321e4d-188a-44d5-9d57-9080ea6f8a48,Zachary,2025-07-05 02:08:53+00:00,2025-07-07 02:08:53+00:00,2025-07-10 02:08:53+00:00,2025-07-26 02:08:53+00:00,2025-07-29 02:08:53+00:00,2025-08-05 02:08:53+00:00,
e1ce52df-9830-4905-bf45-b75e85458055,27b1f387-8e94-42d2-b8fe-5fcb1971cc26,Zachary,2025-07-30 11:08:26+00:00,2025-08-06 11:08:26+00:00,2025-08-09 11:08:26+00:00,2025-08-19 11:08:26+00:00,2025-08-23 11:08:26+00:00,2025-08-24 11:08:26+00:00,
6653c3c7-8138-4e26-ab12-da74ee82ddd4,559347ac-04f7-47c5-a258-a276b159ddc2,Isabella,2024-12-31 20:50:06+00:00,2025-01-01 20:50:06+00:00,2025-01-04 20:50:06+00:00,2025-01-08 20:50:06+00:00,2025-01-12 20:50:06+00:00,,2025-01-14 20:50:06+00:00
dc3e01f2-5027-4639-b528-c60cf7de1d80,8f541299-3cc0-493a-8407-56e3a4a14d22,Maria,2025-05-17 22:30:10+00:00,2025-05-19 22:30:10+00:00,2025-05-21 22:30:10+00:00,2025-05-24 22:30:10+00:00,2025-05-27 22:30:10+00:00,,2025-06-02 22:30:10+00:00
5112d25b-4c97-442d-b037-5c77a0142ae4,7d1724a1-4c42-415e-823d-2f16d52a952d,Taylor,2025-03-10 19:48:55+00:00,2025-03-12 19:48:55+00:00,2025-03-13 19:48:55+00:00,2025-03-14 19:48:55+00:00,2025-03-15 19:48:55+00:00,2025-03-17 19:48:55+00:00,
2d97b6b8-6d80-4307-918d-afd3d076914d,bbba15b3-32dc-46e1-adf6-3eb2dfa5fd69,Henry,2025-01-28 22:39:10+00:00,2025-01-29 22:39:10+00:00,2025-01-30 22:39:10+00:00,2025-02-01 22:39:10+00:00,2025-02-02 22:39:10+00:00,,2025-02-10 22:39:10+00:00
51aeb141-826d-45b4-b484-8927d8c27844,e623aa3a-ae53-4ec3-afa6-4efb53322412,Quinn,2025-06-25 07:16:56+00:00,2025-07-01 07:16:56+00:00,2025-07-08 07:16:56+00:00,2025-07-12 07:16:56+00:00,2025-07-16 07:16:56+00:00,,2025-07-18 07:16:56+00:00
e7504b37-d6f5-44f5-aa77-d5e3d1eeb57c,c29c3553-ddeb-42d9-b552-24521a2a8f71,William,2025-06-01 22:31:53+00:00,2025-06-03 22:31:53+00:00,2025-06-05 22:31:53+00:00,,,,2025-06-11 22:31:53+00:00
16261c46-ea25-42d5-ae4c-3e9744731242,70a40ea9-19c4-43be-84a0-c9b75cf1190a,Rachel,2025-05-26 00:13:24+00:00,2025-05-30 00:13:24+00:00,2025-06-02 00:13:24+00:00,2025-06-04 00:13:24+00:00,2025-06-06 00:13:24+00:00,,2025-06-10 00:13:24+00:00
a5b0c8b6-dd7a-4918-8a04-7e80b0c993b6,ac57a042-fbd4-4c11-a23c-8c61e6272aa6,Rachel,2025-03-08 09:07:38+00:00,2025-03-12 09:07:38+00:00,2025-03-15 09:07:38+00:00,2025-03-30 09:07:38+00:00,2025-04-06 09:07:38+00:00,,2025-04-16 09:07:38+00:00
08c64555-b323-453b-962c-cae7669f5e01,94425193-4c69-4280-81ad-97afadd9e698,Quinn,2025-08-22 10:49:01+00:00,2025-08-23 10:49:01+00:00,,,,,2025-08-27 10:49:01+00:00
b1eb963f-8a9f-4035-aa4d-2f9edc46209a,ee816e12-12cd-4a4c-bd30-ec40007b4b96,Quinn,2024-11-06 10:35:54+00:00,2024-11-08 10:35:54+00:00,2024-11-09 10:35:54+00:00,2024-11-13 10:35:54+00:00,2024-11-16 10:35:54+00:00,,2024-11-17 10:35:54+00:00
09985514-a6e8-4654-b96d-8e8aa74392f3,9ce7fed8-ebf1-425d-a922-2586de38f88a,Jack,2025-05-29 11:03:17+00:00,2025-05-30 11:03:17+00:00,2025-06-07 11:03:17+00:00,2025-06-09 11:03:17+00:00,2025-06-13 11:03:17+00:00,,2025-06-21 11:03:17+00:00
0faa6f9b-a39a-43f3-85f4-1e16ac284f51,f051748e-c2d9-464c-b153-f8fb2222acc9,Peter,2025-02-16 09:37:16+00:00,2025-02-19 09:37:16+00:00,2025-02-23 09:37:16+00:00,2025-02-28 09:37:16+00:00,2025-03-01 09:37:16+00:00,2025-03-04 09:37:16+00:00,
863ca1fb-0c6a-429a-abf7-0613b9f171e5,3c542c29-d7bb-4bae-b216-213405026a90,Quinn,2024-12-01 21:51:43+00:00,2024-12-08 21:51:43+00:00,2024-12-18 21:51:43+00:00,2024-12-23 21:51:43+00:00,2024-12-24 21:51:43+00:00,,2024-12-27 21:51:43+00:00
3ce19e1e-0d34-448b-b22e-db59190454fc,4a9fffe5-d3af-4be1-a6f0-919fc331a888,Jack,2025-04-30 10:08:56+00:00,2025-05-01 10:08:56+00:00,2025-05-11 10:08:56+00:00,2025-05-12 10:08:56+00:00,2025-05-16 10:08:56+00:00,,2025-05-20 10:08:56+00:00
b0ea3fe6-8c3c-4312-9c02-2e0c17b79c6f,eb61530a-d89f-445b-9988-d2eacb803a34,Samuel,2025-04-10 00:28:05+00:00,2025-04-12 00:28:05+00:00,2025-04-25 00:28:05+00:00,2025-04-30 00:28:05+00:00,2025-05-05 00:28:05+00:00,,2025-05-12 00:28:05+00:00
2b0b32b1-af8d-4a70-8de2-21668967a374,7cc04f35-b0ad-4012-a288-7e3cfad3b6aa,Taylor,2025-03-08 04:53:37+00:00,2025-03-13 04:53:37+00:00,2025-03-15 04:53:37+00:00,2025-03-19 04:53:37+00:00,2025-03-24 04:53:37+00:00,,2025-03-27 04:53:37+00:00
c5076b03-b68a-4d0e-b0d3-4a15fd199353,7ff42c20-2135-42bc-b43d-35fae42884d8,Samuel,2025-05-30 16:38:30+00:00,2025-06-01 16:38:30+00:00,2025-06-03 16:38:30+00:00,2025-06-15 16:38:30+00:00,2025-06-21 16:38:30+00:00,,2025-06-23 16:38:30+00:00
28d700f9-0ff6-47fa-b0b8-f50381bbf626,549a7701-2cc4-427c-bf87-9b3dbd96d87f,Maria,2025-06-24 04:18:31+00:00,2025-06-25 04:18:31+00:00,2025-07-03 04:18:31+00:00,2025-07-08 04:18:31+00:00,,,2025-07-16 04:18:31+00:00
89d95e38-e83d-456f-a87d-a27f9802f3d0,92247c71-d959-4b8c-be4a-853a1cbde140,Quinn,2024-10-06 20:21:31+00:00,2024-10-08 20:21:31+00:00,2024-10-11 20:21:31+00:00,2024-10-15 20:21:31+00:00,2024-10-19 20:21:31+00:00,,2024-10-22 20:21:31+00:00
f6873b75-a810-4966-bb40-b680fec80e7e,37523cb2-0238-4080-a70c-fa8af916a5d2,Luke,2024-10-14 02:04:17+00:00,2024-10-18 02:04:17+00:00,2024-10-23 02:04:17+00:00,2024-11-04 02:04:17+00:00,2024-11-10 02:04:17+00:00,2024-11-12 02:04:17+00:00,
ae833738-a024-4f8e-8f12-3d2d2e2afee3,75446418-0515-47cb-8e8f-a37c718c7249,Taylor,2025-02-15 17:11:57+00:00,2025-02-20 17:11:57+00:00,2025-02-25 17:11:57+00:00,2025-03-01 17:11:57+00:00,2025-03-04 17:11:57+00:00,,2025-03-06 17:11:57+00:00
1eefe529-dadc-4bd6-81b6-f0d5645b03fc,14d04ff7-9f48-43bf-a9d8-337bc09365ae,Henry,2025-05-27 16:02:27+00:00,2025-05-31 16:02:27+00:00,2025-06-05 16:02:27+00:00,2025-06-10 16:02:27+00:00,2025-06-12 16:02:27+00:00,,2025-06-18 16:02:27+00:00
f7b78ea3-da4b-4c6b-9e4c-ec74ac7fca66,0761888a-4c45-4978-af85-b75ab499f7f7,Maria,2025-01-07 08:50:13+00:00,2025-01-14 08:50:13+00:00,2025-01-18 08:50:13+00:00,2025-01-20 08:50:13+00:00,2025-01-24 08:50:13+00:00,,2025-02-04 08:50:13+00:00
39fe6446-44ea-45fb-86c4-1afe5b734916,e5154a24-f349-4d56-91d2-ab7333b523f0,Zachary,2025-06-22 02:25:36+00:00,2025-06-30 02:25:36+00:00,2025-07-01 02:25:36+00:00,2025-07-02 02:25:36+00:00,2025-07-04 02:25:36+00:00,,2025-07-11 02:25:36+00:00
24464bfb-06de-492f-b891-b90249c8a20a,e603c0b3-2506-4342-95e8-0a753fff7084,Marissa,2025-03-04 08:46:20+00:00,2025-03-06 08:46:20+00:00,2025-03-07 08:46:20+00:00,,,,2025-03-13 08:46:20+00:00
8193d1a6-67f0-47e7-9a37-fc83a319f4dd,40309837-0ce4-45ff-863f-8c06ec0cd8c9,Henry,2025-05-06 10:34:17+00:00,2025-05-08 10:34:17+00:00,2025-05-25 10:34:17+00:00,2025-05-26 10:34:17+00:00,2025-05-27 10:34:17+00:00,,2025-05-29 10:34:17+00:00
ae4782e4-8969-4740-8cdb-960efc5eb1fb,1266e366-c5db-49ed-9807-bbe84934a7d8,Jack,2025-05-02 08:10:12+00:00,2025-05-05 08:10:12+00:00,2025-05-10 08:10:12+00:00,2025-05-14 08:10:12+00:00,2025-05-24 08:10:12+00:00,2025-05-26 08:10:12+00:00,
6b9cc704-9eb7-4bb8-92e4-a9960f33047b,6cbc760a-6903-4cd3-990c-9d0ca492e74d,William,2025-04-09 14:40:48+00:00,2025-04-10 14:40:48+00:00,2025-04-16 14:40:48+00:00,,,,2025-04-17 14:40:48+00:00
8ef04b2d-bd8e-4060-bf05-63c015014b54,c2070c8a-1354-48b6-8737-a93fa91aac8c,Olivia,2025-04-22 20:43:08+00:00,2025-04-26 20:43:08+00:00,2025-04-29 20:43:08+00:00,2025-05-02 20:43:08+00:00,2025-05-27 20:43:08+00:00,,2025-06-04 20:43:08+00:00
9ec3410d-ece7-4cac-b532-0f1b5d9c53fc,afd58b94-ac1e-4575-a391-a29dd692d007,Mary,2025-01-30 08:29:36+00:00,2025-01-31 08:29:36+00:00,2025-02-06 08:29:36+00:00,2025-02-13 08:29:36+00:00,,,2025-02-14 08:29:36+00:00
7aba7df5-f637-4389-81d5-747adb821006,7fb0e099-b7ae-4c44-97da-0ec0b46ae41a,Katherine,2024-11-25 12:20:06+00:00,2024-12-02 12:20:06+00:00,2024-12-13 12:20:06+00:00,2024-12-15 12:20:06+00:00,2024-12-17 12:20:06+00:00,2024-12-19 12:20:06+00:00,
dee0a332-1eac-4b65-b5e8-cb1f7f694566,d6a6d221-2201-4334-9de2-03472dea9559,Marissa,2025-05-17 16:24:47+00:00,2025-05-20 16:24:47+00:00,2025-05-21 16:24:47+00:00,2025-05-26 16:24:47+00:00,2025-05-30 16:24:47+00:00,,2025-06-02 16:24:47+00:00
6a1a3ca8-3564-4cd5-9836-94b4428ddc00,64be3698-b623-4608-8bd3-3b6114226266,Henry,2024-10-16 15:19:42+00:00,2024-10-17 15:19:42+00:00,2024-10-19 15:19:42+00:00,2024-10-21 15:19:42+00:00,2024-10-23 15:19:42+00:00,2024-10-24 15:19:42+00:00,
46e901ad-981c-4568-8f1f-f3b3fb8a5df3,0e81bf70-8905-481b-842f-8b6be95d6d2f,Henry,2024-11-19 18:25:03+00:00,2024-11-21 18:25:03+00:00,2024-11-25 18:25:03+00:00,2024-11-28 18:25:03+00:00,2024-12-03 18:25:03+00:00,,2024-12-07 18:25:03+00:00
92a7140c-bb43-4dc0-bc59-3981abf92053,463a039c-42be-4957-8a43-ef6199d474d4,William,2025-04-18 21:39:47+00:00,2025-04-22 21:39:47+00:00,2025-04-25 21:39:47+00:00,2025-04-30 21:39:47+00:00,2025-05-04 21:39:47+00:00,,2025-05-07 21:39:47+00:00
55d1c6aa-36fc-4dc5-919a-4787de7d5c48,e2d18bd4-d29f-4909-b0fb-c0198a99a3cb,Marissa,2024-11-16 02:18:00+00:00,2024-11-17 02:18:00+00:00,2024-11-24 02:18:00+00:00,2024-11-29 02:18:00+00:00,2024-12-03 02:18:00+00:00,,2024-12-11 02:18:00+00:00
d90baa57-5cb7-4e6e-bdb2-cb7c4bfaeafc,dfb31eff-4c9a-4121-afe8-6938dc222fce,Henry,2025-04-11 12:09:00+00:00,2025-04-15 12:09:00+00:00,2025-04-22 12:09:00+00:00,2025-04-23 12:09:00+00:00,2025-04-25 12:09:00+00:00,,2025-05-01 12:09:00+00:00
bf588e70-e623-4a4b-a5d6-469e33b4aedc,9a572757-7a4e-426e-a577-60833492a59d,Mary,2025-01-07 06:15:16+00:00,2025-01-08 06:15:16+00:00,2025-01-14 06:15:16+00:00,2025-01-15 06:15:16+00:00,2025-01-23 06:15:16+00:00,,2025-02-03 06:15:16+00:00
acd7eb24-4c23-4879-906a-461fad5bbd8a,20807a14-0784-4d71-bd7f-9e04a56d5cf0,Zachary,2025-08-22 21:58:24+00:00,2025-08-23 21:58:24+00:00,2025-08-26 21:58:24+00:00,2025-08-31 21:58:24+00:00,2025-09-03 21:58:24+00:00,2025-09-04 21:58:24+00:00,
2d2def5b-f637-4b05-9b0c-9a7a43882bd6,ae533544-bae1-42a1-8e95-8d26711e4930,Samuel,2024-10-01 02:43:45+00:00,2024-10-03 02:43:45+00:00,2024-10-08 02:43:45+00:00,2024-10-16 02:43:45+00:00,2024-10-17 02:43:45+00:00,,2024-10-25 02:43:45+00:00
a06658d2-8c04-4856-a159-f34f5cd1e29d,c74fcde5-12f7-45e3-b7de-493084adbc60,Quinn,2024-12-27 09:48:05+00:00,2024-12-28 09:48:05+00:00,2025-01-05 09:48:05+00:00,2025-01-06 09:48:05+00:00,,,2025-01-10 09:48:05+00:00
2f1604f4-8a68-4c10-b513-162984a6adad,1710ceb5-2ebb-4adb-ab0a-5bd5a17a1d6c,Taylor,2025-02-28 03:26:50+00:00,2025-03-07 03:26:50+00:00,2025-03-11 03:26:50+00:00,2025-03-15 03:26:50+00:00,2025-03-21 03:26:50+00:00,2025-03-28 03:26:50+00:00,
d0d63251-7a71-405a-a1ef-d90ceca999df,dac61929-b9c4-4685-a9fe-5df0afeed2f3,William,2025-04-06 02:36:59+00:00,2025-04-12 02:36:59+00:00,2025-04-18 02:36:59+00:00,2025-04-20 02:36:59+00:00,2025-04-25 02:36:59+00:00,2025-04-26 02:36:59+00:00,
5cadae02-6819-4e9e-9371-e9c66140971c,51886a79-3a79-404b-a239-410573784bf7,Jack,2025-03-24 09:02:58+00:00,2025-03-30 09:02:58+00:00,2025-04-01 09:02:58+00:00,2025-04-03 09:02:58+00:00,,,2025-04-06 09:02:58+00:00
