account_id,account_name,account_domain,description,industry,country,employee_band,created_date,linkedin_url,source,campaign,apis_cloud,health_tech,integration_patterns,tech_stack_confidence,is_prev_stedi_customer,icp,icp_reason,icp_confidence
f7f05bbc-665d-4c19-853a-b41fcb6294b2,MATT BILLING LLC,mattbilling.com,"At MattBilling, our mission is to provide exceptional Revenue Cycle Management that exceed our clients’ expectations. We are dedicated to streamlining revenue management processes for healthcare professionals, ensuring accurate and timely reimbursements.

With a strong commitment to excellence, we leverage our expertise and advanced technology to maximize revenue potential and minimize claim denials. Our experienced team of billing professionals meticulously navigates the complex landscape of healthcare billing, staying up-to-date with industry regulations and compliance requirements.

We strive to build long-term partnerships with our clients, understanding their unique needs and tailoring our services to suit their specific practice requirements. By offering personalized support, transparent communication, and efficient solutions, we aim to alleviate the administrative burden and allow healthcare providers to focus on delivering quality patient care.",Hospitals and Health Care,United States,51-200,2025-05-20 03:52:54+00:00,https://www.linkedin.com/company/mattbillingllc,direct,Direct-None,,X12 transactions|EDI transactions|HIPAA compliance,,0.71,False,True,"The company specializes in X12 and EDI transactions, indicating strong relevance to target API use cases.",0.85
518648b7-18a1-47b7-994c-c961a91cc014,MATT BILLING RCM,mattbilling.com,"At MattBilling, our mission is to provide exceptional Revenue Cycle Management that exceed our clients’ expectations. We are dedicated to streamlining revenue management processes for healthcare professionals, ensuring accurate and timely reimbursements.

With a strong commitment to excellence, we leverage our expertise and advanced technology to maximize revenue potential and minimize claim denials. Our experienced team of billing professionals meticulously navigates the complex landscape of healthcare billing, staying up-to-date with industry regulations and compliance requirements.

We strive to build long-term partnerships with our clients, understanding their unique needs and tailoring our services to suit their specific practice requirements. By offering personalized support, transparent communication, and efficient solutions, we aim to alleviate the administrative burden and allow healthcare providers to focus on delivering quality patient care.",Hospitals and Health Care,United States,11-50,2025-06-14 03:03:28+00:00,https://www.linkedin.com/company/mattbilling,paid_search,SEM-Brand-US,,X12 transactions|EDI transactions|HIPAA compliance,,0.71,False,True,"The company specializes in X12 and EDI transactions, indicating strong relevance to target API use cases.",0.85
b2fa4441-f4cb-410d-a25a-391422f449ce,MedCare Business Solutions,medcare-health.com,"MedCare is  a leading provider of technology-driven solutions that transform the patient experience and financial performance of healthcare service providers and brands.

We deliver proven method of ROI across the entire revenue cycle . This enables our customers to achieve an optimal revenue cycle – one that promotes patient satisfaction and improves financial performance.",Hospitals and Health Care,United States,51-200,2025-03-06 19:32:50+00:00,https://www.linkedin.com/company/medcare-business-solutions-llc,paid_search,SEM-Brand-US,AWS|Azure|GCP,HIPAA|X12|FHIR|HL7,API Integration|Data Streaming|Event-Driven Architecture,0.83,False,True,Focused on healthcare data exchange with X12 and API integrations.,0.85
5434c5b2-fa55-4753-8c5c-0d5f0eec47ad,Lyn Health,lynhealth.io,"Lyn is human-centric healthcare created for people with multiple chronic conditions, delivering clinical, advocacy and care coordination services via a single point of contact, 24/7. Leveraging virtual capabilities and in-person resources, Lyn improves quality of care and lowers cost for the polychronic population. The unique business model collaborates with employers, health plans and providers to augment the current healthcare system, not replace it. Lyn is customized, holistic care designed with love, empathy and compassion.",Hospitals and Health Care,United States,11-50,2024-10-17 15:12:02+00:00,https://www.linkedin.com/company/lyn-health,paid_search,SEM-NonBrand,AWS Lambda|Amazon RDS|AWS S3,FHIR API|HIPAA compliance|X12 EDI Transactions,AWS EventBridge Integration|REST API for healthcare data,0.81,False,True,"Lyn Health utilizes X12 EDI standards and APIs for healthcare data exchanges, fitting ICP criteria.",0.85
e496b5b7-9181-45a1-8c5c-9b6415325dcb,Medical Practice Success,mpsrcm.com,"Tackling the US Healthcare systems Administratively Burdened environment with Innovation driven by Human Experience and state of the art Technology. 

MPS is unique because we believe that the future of RCM optimization is rapidly changing, and organizations cannot continue adding FTE's to solve the  problem.  

MPS has developed strategic long-term partnerships with both our on-shore and off-shore teams who understand necessity of cost containment solutions that leverage the latest AI in Robotic Process Automation (RPA) and powerful BI Analytic Tools to help all types of organizations increase profitability, scalability, and reporting.",Business Consulting and Services,United States,51-200,2025-07-03 16:02:26+00:00,https://www.linkedin.com/company/medpracticesuccess,referral,Partner-Intro,AWS Lambda|AWS S3|AWS RDS,HIPAA Compliance|X12 EDI Transactions|FHIR Compliance|HL7 Interfaces,RESTful APIs for EHR Integration|Webhooks for Patient Notifications|Batch Processing for Claims Submission,0.79,False,True,Has capabilities in X12 EDI transactions for claims and eligibility.,0.85
08765227-9642-4a69-a452-664c9bd881c7,Medical Billing Wholesalers,medicalbillingwholesalers.com,"Revenue Cycle Management

We are an analytics-driven, technology-enabled Revenue Cycle Management (""RCM"") Company providing medical billing, medical coding and business analytics services to providers, practices, facilities, Hospitals, EMR companies, and billing companies. 

•	Track record of over 12 years – maintaining and growing with our clients 
•	MBW has grown from 5 employees to over 500 employees 
•	Multi-specialty expertise with proficiency using various EHR/PM systems
•	Our Clients appreciate our rapid turnaround time and our communication protocols
•	Our processes free up your time from day-to-day operations and lets you spend more time servicing existing patients and bringing in new patients
•	No worries about Turnover, hiring & training staff – MBW will do it for you
•	Retraining your staff and adding a new biller or coder is as easy as sending us an email or giving us a call",Hospitals and Health Care,United States,201-500,2025-02-11 22:34:18+00:00,https://www.linkedin.com/company/medical-billing-wholesalers,paid_search,SEM-Competitor,AWS|Azure,HIPAA|X12|EDI|FHIR,,0.69,False,True,Focus on healthcare billing suggests usage of X12 transactions for claims and remittance.,0.85
b5f4e9b4-bdf5-4a66-a4fa-72bdc5848375,"Nexus Healthcare Management, LLC.",nexuscaremanagement.com,"Nexus Care Management is driven by a team of seasoned physicians and healthcare strategists with deep-rooted expertise in the intricacies of care coordination and practice operations. Our mission is to empower providers to achieve both clinical excellence and financial sustainability.

We offer an integrated suite of solutions tailored to modern healthcare practices:

Care Coordination Programs (CCM, PCM, RPM)

Revenue Cycle Management

Virtual Office & Administrative Support

Healthcare Digital Marketing

Healthcare IT & Systems Integration

Medical Accounting & Financial Oversight

Provider Credentialing & Compliance Services",Hospitals and Health Care,United States,51-200,2025-03-02 03:04:28+00:00,https://www.linkedin.com/company/nexushealthcaremanagement,outbound,OB-ABM-T1,AWS Lambda|AWS S3|AWS RDS,HIPAA|FHIR|HL7|X12 EDI Transactions,Microservices Architecture|RESTful APIs,0.89,False,True,"Utilizes X12 transactions for claims and eligibility workflows, fitting API-first integration.",0.85
438c75a5-271e-4bb6-a6cd-1768dde723ff,Pena4 Inc,pena4.com,"At Pena4, we specialize in revenue cycle solutions, particularly medical billing and coding, serving organizations of all sizes. We ensure fast turnaround, scalable solutions, and uncompromised quality, exceeding industry standards to improve revenue processes and let healthcare providers focus on patient care.",Hospitals and Health Care,United States,11-50,2025-01-13 23:17:29+00:00,https://www.linkedin.com/company/pena4,outbound,OB-ABM-T1,AWS Lambda|AWS S3|AWS EC2,HIPAA compliance|HL7 standards|FHIR API,REST API integration|Webhook integration|Event-driven architecture,0.76,False,False,No evidence of handling X12 transactions or use cases relevant to clearinghouse operations found.,0.2
6053dc7a-9073-48f0-839b-5ee39e2c88ea,Star Billing Solutions,starbillingsolutions.com,"Star Billing Solutions is a leading revenue cycle management company which simplifies decision making, streamlines operations, and ensures compliance with industry standards and best practices, ultimately saving time and effort to maximize Profitability and returns. In today’s challenging healthcare landscape, healthcare organizations need an innovative partner who can help enhance clinical workflows, increase revenue, modernize the patient experience, and reduce operational expenses. Recognized for our inclusive, supportive culture, we attract highly talented professions who are passionate about making healthcare better. Learn more at www.starbillingsolutions.com",Hospitals and Health Care,United States,11-50,2024-11-06 10:45:13+00:00,https://www.linkedin.com/company/starbillingsolutions,outbound,OB-ABM-T1,AWS|Azure,HIPAA|X12|EDI|FHIR,HL7 integration|EHR interoperability,0.88,False,True,Utilizes X12 standards for healthcare data exchange and offers API solutions.,0.85
cf70ecc3-bd25-43d7-bc31-bac3e0c0e7a5,ProCare RCM,procarercm.com,"More money, fewer headaches; more strategy, and fewer administration results in more billable clinical time. You get to do what you are best at and use our critical insights to take greater control of your business. PROCARE RCM offers doctors a comprehensive medical billing facility which is flexible, confidential, and professional. PROCARE RCM has developed years of expertise in billing. The experience and expertise of the PROCARE RCM staff are guaranteed to improve the efficiency and effectiveness of processes within a medical practice. We operate on stand-alone systems to ensure that your accounts remain confidential at all times. Our small processing fee is charged only when payment is recovered, which means we only get paid when you do.

Our Commitment: To decrease your costs, increase your productivity, reduce claims processing time, and improve overall patient care.

Our Motto: Allow your staff to focus on patient care while we take care of your business.

Our Mission: To deliver the highest levels of revenue cycle and practice management services, with the highest quality of customer service and technology capabilities in the industry.

In the PROCARE RCM medical billing services we provide practices and hospitals the ability to:
•Focus on patient care instead of billing
•Save on the high cost of equipment and software as rapidly changing technology translates into extra expenses
•Reduce staff size and employees expenses
•Eliminate sick pay, vacation pay, insurance benefits, workers' compensation, etc.
•Eliminate training and retraining costs
•Reduce call volume
•Eliminate “non-medical” business office space
•Reduce record storage space
•Receive detailed reports
•Eliminate provider/patient collection activities
•Cash-flow interruptions due to staff turnover
•Reduce delayed revenue due to billing errors
•Reduce record storage space
•Receive detailed reports
•Ensure billing compliance in an ever-changing industry",Hospitals and Health Care,United States,51-200,2025-08-04 08:13:09+00:00,https://www.linkedin.com/company/procare-rcm-llc,referral,Partner-Intro,AWS Lambda|AWS S3|AWS RDS|Google Cloud Platform,HIPAA compliance|X12 EDI transactions|FHIR compatibility|HL7 standards|EHR integration,RESTful APIs|Microservices architecture|Event-driven architecture,0.69,False,True,ProCare RCM handles X12 EDI transactions and supports healthcare data exchange.,0.85
780ccc81-3d43-4f36-a1e1-0451381853cf,HCM: Healthcare Claims Management,hcmar.com,"HCM provides technology-driven revenue cycle solutions. 

We partner with healthcare providers to manage their patient financial experience using a powerful patient engagement platform and people who identify needs and present solutions.

HCM's Revenue Cycle team enhances and manages your claim follow-up, remittance, and denial processes.

If you're ready for a different kind of revenue cycle management experience, we're HCM, and we're here to help.

https://calendly.com/hcm-discovery",Hospitals and Health Care,United States,51-200,2025-06-12 11:46:24+00:00,https://www.linkedin.com/company/hcm-healthcare-claims-management,direct,Direct-None,AWS|Google Cloud Platform,HIPAA Compliance|X12 EDI transaction sets|FHIR Interface,API Integration|Data Streaming,0.72,False,True,"Uses HIPAA Compliance and X12 EDI transaction sets for claims management, aligning with ICP criteria.",0.85
c8488d44-9e76-4812-a2de-09ee74e31f26,"Annuity Health, LLC",annuityhealth.com,"Annuity Health is dedicated to servicing healthcare providers. Our expertise in healthcare has enabled our leadership team to develop best-of-practice workflows and state-of-the-art supporting technology to drive increased recoveries. Our comprehensive focus on healthcare translates to an improved bottom line for our clients. We offer the following healthcare accounts receivable management services.

Early-Out Self Pay Collections and Customer Service
Insurance Follow-up and Claim Resolution
Primary and Secondary Bad Debt Recovery

Annuity Health understands everything we do represents you to your payors, patients, and guarantors. That is why, unlike many outsourcing companies, we specialize in and service only healthcare accounts receivable clients. Our methodologies and processes are the result of many years of shared healthcare accounts receivable management experience. Through the combined experience of our principals, Annuity Health is poised to quickly implement programs, and develop long-term solutions that identify A/R problems to improve your bottom-line results.",Hospitals and Health Care,United States,"501-1,000",2025-04-23 08:48:21+00:00,https://www.linkedin.com/company/annuity-health-vendor,paid_search,SEM-Brand-US,AWS Lambda|AWS S3|AWS RDS,HIPAA compliance|X12 EDI transactions|HL7 FHIR,Data integration with EHRs|Real-time data streaming for health records,0.55,False,True,Uses HIPAA-compliant X12 EDI transactions for health data exchange.,0.8
9067b243-f361-4fac-b1e0-45e5ec71fe2c,MedPearl,medpearl.com,"Developed by humans, powered by AI, delivered with confidence, MedPearl is a decision support tool built by clinicians for clinicians that is truly integrated with the EHR resulting in higher quality patient care across the care continuum.",Hospitals and Health Care,United States,11-50,2025-01-25 11:29:31+00:00,https://www.linkedin.com/company/medpearl,content,Webinar-EDI-Modern,AWS Lambda|Amazon RDS|AWS S3,HIPAA|FHIR|X12|HL7,RESTful APIs|Webhooks,0.89,False,True,MedPearl uses X12 workflows and offers API solutions relevant to healthcare transactions.,0.8
aa7f134f-fa23-44f0-ab20-151bed6bd2de,AIMA,aimabms.com,"Trust AIMA to transform your commercial operations and reduce overheads with first-class revenue cycle management.

Achieve a fully optimized healthcare business for a more profitable and efficient future. Primarily, we focus on your sustained business growth so that you can focus on your patients. Our flexible and bespoke Revenue Cycle Management solutions deliver consistent results for our growing customer base that comprises every healthcare specialty, including:

- Solo and group physician practices
- Surgical centers
- Laboratories
- Healthcare groups
- Urgent and in-patient treatment centers
- Large-scale health systems

AIMA strive to consistently improve our customer’s income by at least 25% and reduce the claims processing time by 90%.

- Get paid faster
- Reduce overheads
- Increase profits
- Improve efficiency
- Sustainable growth

Our broad ranges of services to suit small and large healthcare businesses

- Medical Coding & Billing
- Accounts Receivable
- Credentialing, Contracting & Enrolment
- Automation & Artificial Intelligence
- Administrative Services
- Data Entry
- Technology Solutions 
- Resourcing & Infrastructure Services",Hospitals and Health Care,United States,"501-1,000",2025-06-27 11:38:44+00:00,https://www.linkedin.com/company/aimamedical,paid_social,PS-Meta-SMB,AWS Lambda|Amazon RDS|AWS S3|Microsoft Azure,HIPAA Compliance|FHIR API|HL7 Standards,RESTful APIs|Webhooks|Event-driven architecture,0.83,False,False,No evidence of X12 transaction capabilities or specific use cases identified on their site.,0.4
bef72574-69d5-4fc8-a691-5b6f6a34e8b8,Providence Digital Innovation Group,providence-dig.org,"We steer technology into transformative health(care) innovations so that the industry can more rapidly and confidently adopt digital solutions. We shape, build, and scale meaningful ideas at one of the largest health systems—then offer them to the world.",Hospitals and Health Care,United States,51-200,2025-03-18 12:52:08+00:00,https://www.linkedin.com/company/providencedigitalinnovationgroup,direct,Direct-None,AWS|Azure|Snowflake,FHIR|HL7|X12|EDI,REST APIs|GraphQL|Microservices,0.92,False,True,Engaged in health tech with a focus on EDI and X12 transactions for interoperability.,0.85
992e92a2-944f-457a-ab50-99db701de13c,Experian Health,experian.com,Smarter business decisions. A better bottom line. Stronger relationships with patients. That’s what healthcare organizations experience using Experian Health’s industry-leading solutions.,Hospitals and Health Care,United States,"501-1,000",2025-02-09 09:39:59+00:00,https://www.linkedin.com/company/experianhealthcare,referral,Partner-Intro,AWS Lambda|Amazon S3|Microsoft Azure|Google Cloud Platform|Snowflake|Apache Kafka,"HIPAA Compliance|X12 EDI Transactions (270, 271, 278)|FHIR Standards|HL7 Interfaces|Electronic Health Records (EHR) integration",Event-driven architecture|API-first integration|Microservices architecture,0.75,False,True,"Experian Health actively engages in X12 transactions, showcasing API-first healthcare integrations.",0.85
905ed5d0-1414-4fde-8ae4-342e845ed953,Enfinity Medical Billing,enfinitymedicalbilling.com,"Enfinity Medical Billing is a leading provider of comprehensive healthcare revenue cycle management solutions. Our expert team specializes in medical billing, medical transcription, provider credentialing, audit services, and business consultation. With a focus on maximizing revenue and optimizing operational efficiency, we help healthcare organizations streamline their billing processes and achieve financial success. Trust Enfinity Medical Billing to deliver tailored solutions that drive revenue growth, ensure compliance, and enhance overall practice performance.",Hospitals and Health Care,United States,"501-1,000",2025-02-11 23:12:53+00:00,https://www.linkedin.com/company/enfinity-medical-billing,outbound,OB-ABM-T1,,HIPAA compliance|X12 EDI transactions,FHIR APIs|HL7 integrations,0.48,False,True,Focus on X12 transactions and HIPAA compliance indicates strong alignment with our ICP.,0.75
6dcf4b03-417b-4053-a2fa-c0f3896ff701,Mindsight Health,mindsighthealth.co,"a care management platform that leverages AI to help behavioral health care teams deliver personalized, collaborative care",Mental Health Care,United States,2-10,2024-11-22 17:09:27+00:00,https://www.linkedin.com/company/mindsighthealth,paid_search,SEM-NonBrand,AWS|Google Cloud Platform (GCP),HIPAA|HL7 FHIR,APIs for EHR integration|Cloud-native services,0.62,False,False,No clear evidence of handling X12 transactions or EDI use cases on the website.,0.3
2fb1e59c-fbe1-4c2c-873c-534e0fc72797,GE HealthCare Command Center,gehccommandcenter.com,"GE HealthCare Command Center technology uses artificial intelligence in real-time to support the optimal delivery of patient care, hubs to monitor performance and learn and launch improvement programs and focal points to drive a transparent, integrated culture.",Hospitals and Health Care,United States,201-500,2024-10-04 12:53:57+00:00,https://www.linkedin.com/company/gehealthcarecommandcenters,direct,Direct-None,AWS Lambda|Azure Cloud Services|Google Cloud Platform (GCP),FHIR|HL7|X12 transaction sets|EHR Integration,REST APIs for data exchange|Webhooks for real-time notifications,0.89,False,True,"Processes healthcare data using X12 for claims and eligibility, supporting API automation.",0.85
d717f4f5-d271-4428-a970-7cc3cc67fc3a,Multifame Healthcare Services LLC,multifamehealthcare.com,"We are a medical staffing and revenue cycle management services firm dedicated to navigating the complex landscape of healthcare finances. With a profound commitment to excellence and a passion for efficiency, we have been providing staffing solutions for RCM services to some of the leading organizations in 38+ healthcare specialties, IPAs, and MSOs across the country, saving them upto 80% on their operating & staffing costs.

Our staffing solutions include Patient Services, Prior Authorization, Medical Billing & Coding, Complete RCM Solutions & many more. We provide experienced HIPAA certified medical billers & coders who will efficiently manage the day-to-day operations dedicated to your organization and will operate as an extension of your team during your office hours from India. They are all our own employees on our payroll.",Hospitals and Health Care,United States,51-200,2025-03-21 20:51:10+00:00,https://www.linkedin.com/company/multifame-healthcare-services-llc,referral,Partner-Intro,,HIPAA|HL7|FHIR,EDI|X12 Transaction Sets,0.67,False,True,Focus on EDI and X12 transactions aligns with ICP criteria for healthcare data exchange.,0.8
9de38a7e-7af0-4378-8d27-0d5127746e7b,"MediBill Health Partners, LLC",medibillhealthpartners.com,"Founded in 2023, MediBill Health Partners is dedicated to providing comprehensive medical billing services to healthcare practices across the United States. Our mission is to streamline the billing process, enhance revenue cycle management (RCM), and support medical practices in achieving financial efficiency and growth.

We offer end-to-end medical billing services, managing the entire billing process from patient registration to payment posting. Our comprehensive RCM solutions are designed to optimize your practice’s financial performance, ensuring accurate and timely reimbursements. With our expert coding services, we guarantee accurate and compliant medical coding, which is essential for proper reimbursement and minimizing claim denials.

In addition, we conduct detailed practice accounts receivable (AR) audits to identify and rectify any discrepancies, helping you maintain a healthy cash flow. Our credentialing services simplify the provider enrollment process, ensuring that your practice is credentialed with all necessary insurance payers. Furthermore, we provide skilled professionals as full-time equivalents (FTE) to support your practice’s operational needs, allowing you to focus on delivering quality patient care.

At MediBill Health Partners, we are committed to delivering exceptional service and tailored solutions to meet the unique needs of each practice. Partner with us to experience seamless medical billing and improved financial health for your practice.",Hospitals and Health Care,United States,51-200,2025-07-21 04:36:21+00:00,https://www.linkedin.com/company/medibillhealthpartners,referral,Partner-Intro,AWS Lambda|AWS S3|AWS RDS|AWS API Gateway,HIPAA compliance|X12 transaction sets|FHIR|HL7,RESTful APIs|Webhooks|Message queues,0.9,False,True,They utilize HIPAA X12 transactions for healthcare claims processing and eligibility verification.,0.85
e4947ea4-fd45-4cd3-8167-0942748735ac,PointHealthTech,pointhealthtech.com,"Making healthcare easy to find, easy to understand, and easier to afford.

PointHealthTech’s Smart Healthcare Platform means a superior member experience, lower cost curve, better retention, and competitive offerings that drive membership growth. Our suite of services combines powerful navigation services, shop-and-compare tools, personalized assistance, and the largest, most flexible selection of cash-pay providers in America on a single, intuitive platform.",Hospitals and Health Care,United States,11-50,2024-09-24 05:30:27+00:00,https://www.linkedin.com/company/pointhealthtech,direct,Direct-None,AWS Lambda|AWS S3|AWS RDS|Amazon API Gateway,FHIR|HL7|X12 EDI,REST API integration|Event-driven architecture,0.58,False,True,Focus on X12 EDI and API integration suggests alignment with ICP criteria.,0.75
ee37d426-bc4a-458a-aa95-c774cfed5d9b,Abbott | Diagnostics,corelaboratory.abbott,"Achieve measurably better healthcare performance with our personalized solutions consisting of resourceful advocates, harmonized systems, and intelligent insights.",Hospitals and Health Care,United States,"10,001+",2025-07-10 10:01:58+00:00,https://www.linkedin.com/company/abbott-diagnostics-business,content,Webinar-EDI-Modern,AWS|Google Cloud Platform|Kafka,HL7|FHIR|X12,REST APIs|Webhook integration,0.56,False,True,Provides cloud-based lab diagnostics likely needing X12 transactions for claims and eligibility.,0.7
2cdd0685-1dbe-4a12-a779-562c007ff557,Suraksha One,,"Suraksha One is a startup in the health-tech industry aiming to revolutionize the medical industry. We are addressing the lack of accessible and timely healthcare financing. We are addressing the need for immediate financial support during medical emergencies for individuals who are uninsured, have policies without cashless treatment services, or face delays in insurance claim approvals.",Software Development,United States,11-50,2025-06-29 06:11:10+00:00,https://www.linkedin.com/company/surakshaone,content,Webinar-EDI-Modern,,,,0.8,False,False,No public evidence of alignment with X12 data exchange or clearinghouse capabilities.,0.4
